380	0.01180064
385	0.00788244
390	0.005266546
395	0.001616181
400	0
405	0.2978584
410	0.02503297
415	0.007757661
420	0.006907285
425	0.006601582
430	0.004398292
435	0.5503187
440	0.05128142
445	0.00381405
450	0.002838043
455	0.006022997
460	0.004711225
465	0.00684789
470	0.00510068
475	0.006921761
480	0.02022281
485	0.1765063
490	0.2114744
495	0.1177296
500	0.05472136
505	0.01889494
510	0.009892015
515	0.006306
520	0.00551472
525	0.00507808
530	0.009601507
535	0.06006803
540	0.5642244
545	1.324172
550	0.5467769
555	0.1222378
560	0.04187844
565	0.03168854
570	0.02544225
575	0.06309139
580	0.2296667
585	0.2767712
590	0.2371478
595	0.2324415
600	0.2066847
605	0.1273655
610	1.565865
615	1.038117
620	0.2491412
625	0.2913219
630	0.3653833
635	0.09651767
640	0.05872104
645	0.0547622
650	0.1097085
655	0.06662335
660	0.05663443
665	0.05323695
670	0.03420713
675	0.02596545
680	0.02889289
685	0.04209926
690	0.0450694
695	0.0398659
700	0.01474892
705	0.1042875
710	0.1888278
715	0.04927406
720	0.007502893
725	0.005934834
730	0.01274482
735	0.007690881
740	0.01418927
745	0.007311296
750	0.01620013
755	0.004440197
760	0.002377226
765	0.02288958
770	0
775	0.003881063
780	0.005010302
